ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Transcriptions,AlternativeValues
mand1415-15-760-1,,mand1415,15-760,cūcāo,cūcāo,tsʰ u ⁵⁵ + tsʰ au ⁵⁵,,yuhsiaojung2021,,,^ cū cāo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),粗糙;粗糙
mand1415-15-770-1,,mand1415,15-770,guānghuá,guānghuá,k w a ŋ ⁵⁵ + x w a ³⁵,,yuhsiaojung2021,,,^ guāng huá$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),光滑;光滑
mand1415-15-780-1,,mand1415,15-780,jiān,jiān,tɕ j ɛ n ⁵⁵,,yuhsiaojung2021,,,^ jiān$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),尖;尖
mand1415-15-790-1,,mand1415,15-790,dùn,dùn,t ʊ n ⁵¹,,yuhsiaojung2021,,,^ dùn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),钝;鈍
mand1415-15-810-1,,mand1415,15-810,zhòng,zhòng,ʈʂ ʊ ŋ ⁵¹,,yuhsiaojung2021,,,^ zhòng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),重;重
mand1415-15-820-1,,mand1415,15-820,qīng,qīng,tɕʰ i ŋ ⁵⁵,,yuhsiaojung2021,,,^ qīng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),轻;輕
mand1415-15-830-1,,mand1415,15-830,shī,shī,ʂ ʅ ⁵⁵,,yuhsiaojung2021,,,^ shī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),湿;濕
mand1415-15-840-1,,mand1415,15-840,gān,gān,k a n ⁵⁵,,yuhsiaojung2021,,,^ gān$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),干;乾
mand1415-15-850-1,,mand1415,15-850,rè,rè,ʐ ə ⁵¹,,yuhsiaojung2021,,,^ rè$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),热;熱
mand1415-15-851-1,,mand1415,15-851,wēnnuǎn,wēnnuǎn,w ə n ⁵⁵ + n w a n ²¹⁴,,yuhsiaojung2021,,,^ wēn nuǎn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),温暖;溫暖
mand1415-15-860-1,,mand1415,15-860,lěng,lěng,l ə ŋ ²¹⁴,,yuhsiaojung2021,,,^ lěng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),冷;冷
mand1415-15-870-1,,mand1415,15-870,gānjìng,gānjìng,k a n ⁵⁵ + tɕ i ŋ ⁵¹,,yuhsiaojung2021,,,^ gān jìng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),干净;乾凈
mand1415-15-880-1,,mand1415,15-880,zāng,zāng,ts a ŋ ⁵⁵,,yuhsiaojung2021,,,^ zāng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),脏;髒
mand1415-15-890-1,,mand1415,15-890,yǒu zhòuwén,yǒu zhòuwén,j ɔu ²¹⁴ + + ʈʂ ɔu ⁵¹ + w ə n ³⁵,,yuhsiaojung2021,,,^ yǒu + zhòu wén$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),有皱纹;有皺紋
mand1415-16-110-1,,mand1415,16-110,línghún,línghún,l i ŋ ³⁵ + x ʊ n ³⁵,,yuhsiaojung2021,,,^ líng hún$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),灵魂;靈魂
mand1415-16-150-1,,mand1415,16-150,jīngyà,jīngyà,tɕ i ŋ ⁵⁵ + j a ⁵¹,,yuhsiaojung2021,,,^ jīng yà$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),惊讶;驚訝
mand1415-16-180-1,,mand1415,16-180,hǎoyùn,hǎoyùn,x au ²¹⁴ + ɥ y n ⁵¹,,yuhsiaojung2021,,,^ hǎo yùn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),好运;好運
mand1415-16-190-1,,mand1415,16-190,èyùn,èyùn,ə ⁵¹ + ɥ y n ⁵¹,,yuhsiaojung2021,,,^ è yùn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),厄运;厄運
mand1415-16-230-1,,mand1415,16-230,xǐyuè,xǐyuè,ɕ i ²¹⁴ + ɥ ə ⁵¹,joyful,yuhsiaojung2021,,,^ xǐ yuè$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),喜悦;喜悅
mand1415-16-230-2,,mand1415,16-230,gāoxìng,gāoxìng,k au ⁵⁵ + ɕ i ŋ ⁵¹,glad,yuhsiaojung2021,,,^ gāo xìng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),高兴;高興
mand1415-16-230-3,,mand1415,16-230,kuàilè,kuàilè,kʰ w ai ⁵¹ + l ə ⁵¹,happy,yuhsiaojung2021,,,^ kuài lè$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),快乐;快樂
mand1415-16-250-1,,mand1415,16-250,xiào,xiào,ɕ j au ⁵¹,,yuhsiaojung2021,,,^ xiào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),笑;笑
mand1415-16-251-1,,mand1415,16-251,wēixiào,wēixiào,w əi ⁵⁵ + ɕ j au ⁵¹,,yuhsiaojung2021,,,^ wēi xiào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),微笑;微笑
mand1415-16-260-1,,mand1415,16-260,wánshuǎ,wánshuǎ,w a n ³⁵ + ʂ w a ²¹⁴,,yuhsiaojung2021,,,^ wán shuǎ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),玩耍;玩耍
mand1415-16-270-1,,mand1415,16-270,ài,ài,ai ⁵¹,,yuhsiaojung2021,,,^ ài$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),爱;愛
mand1415-16-290-1,,mand1415,16-290,qīnwěn,qīnwěn,tɕʰ i n ⁵⁵ + w ə n ²¹⁴,,yuhsiaojung2021,,,^ qīn wěn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),亲吻;親吻
mand1415-16-300-1,,mand1415,16-300,yōngbào,yōngbào,j ʊ ŋ ⁵⁵ + p au ⁵¹,,yuhsiaojung2021,,,^ yōng bào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),拥抱;擁抱
mand1415-16-310-1,,mand1415,16-310,tòngkǔ,tòngkǔ,tʰ ʊ ŋ ⁵¹ + kʰ u ²¹⁴,,yuhsiaojung2021,,,^ tòng kǔ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),痛苦;痛苦
mand1415-16-320-1,,mand1415,16-320,bēishāng,bēishāng,p əi ⁵⁵ + ʂ a ŋ ⁵⁵,,yuhsiaojung2021,,,^ bēi shāng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),悲伤;悲傷
mand1415-16-330-1,,mand1415,16-330,jiāolǜ,jiāolǜ,tɕ j au ⁵⁵ + l y ⁵¹,anxiety,yuhsiaojung2021,,,^ jiāo lǜ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),焦虑;焦慮
mand1415-16-330-2,,mand1415,16-330,dānxīn,dānxīn,t a n ⁵⁵ + ɕ i n ⁵⁵,worry,yuhsiaojung2021,,,^ dān xīn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),担心;擔心
mand1415-16-340-1,,mand1415,16-340,àohuǐ,àohuǐ,au ⁵¹ + x w əi ²¹⁴,,yuhsiaojung2021,,,^ ào huǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),懊悔;懊悔
mand1415-16-350-1,,mand1415,16-350,tóngqíng,tóngqíng,tʰ ʊ ŋ ³⁵ + tɕʰ i ŋ ³⁵,,yuhsiaojung2021,,,^ tóng qíng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),同情;同情
mand1415-16-370-1,,mand1415,16-370,kū,kū,kʰ u ⁵⁵,,yuhsiaojung2021,,,^ kū$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),哭;哭
mand1415-16-380-1,,mand1415,16-380,yǎnlèi,yǎnlèi,j a n ²¹⁴ + l əi ⁵¹,,yuhsiaojung2021,,,^ yǎn lèi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),眼泪;眼淚
mand1415-16-390-1,,mand1415,16-390,bàoyuàn,bàoyuàn,p au ⁵¹ + ɥ ɛ n ⁵¹,,yuhsiaojung2021,,,^ bào yuàn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),抱怨;抱怨
mand1415-16-410-1,,mand1415,16-410,yuànhèn,yuànhèn,ɥ ɛ n ⁵¹ + x ə n ⁵¹,,yuhsiaojung2021,,,^ yuàn hèn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),怨恨;怨恨
mand1415-16-420-1,,mand1415,16-420,fènnù,fènnù,f ə n ⁵¹ + n u ⁵¹,,yuhsiaojung2021,,,^ fèn nù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),愤怒;憤怒
mand1415-16-440-1,,mand1415,16-440,jídù,jídù,tɕ i ³⁵ + t u ⁵¹,,yuhsiaojung2021,,,^ jí dù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),嫉妒;嫉妒
mand1415-16-450-1,,mand1415,16-450,xiūkuìgǎn,xiūkuìgǎn,ɕ j ɔu ⁵⁵ + kʰ w əi ⁵¹ + k a n ²¹⁴,,yuhsiaojung2021,,,^ xiū kuì gǎn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),羞愧感;羞愧感
mand1415-16-480-1,,mand1415,16-480,jiāo’ào,jiāo’ào,tɕ j au ⁵⁵ + <<’>> au ⁵¹,,yuhsiaojung2021,,,^ jiāo <’> ào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),骄傲;驕傲
mand1415-16-510-1,,mand1415,16-510,gǎn,gǎn,k a n ²¹⁴,,yuhsiaojung2021,,,^ gǎn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),敢;敢
mand1415-16-520-1,,mand1415,16-520,yǒnggǎn,yǒnggǎn,j ʊ ŋ ²¹⁴ + k a n ²¹⁴,,yuhsiaojung2021,,,^ yǒng gǎn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),勇敢;勇敢
mand1415-16-530-1,,mand1415,16-530,hàipà,hàipà,x ai ⁵¹ + pʰ a ⁵¹,,yuhsiaojung2021,,,^ hài pà$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),害怕;害怕
mand1415-16-540-1,,mand1415,16-540,wēixiǎn,wēixiǎn,w əi ⁵⁵ + ɕ j ɛ n ²¹⁴,,yuhsiaojung2021,,,^ wēi xiǎn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),危险;危險
mand1415-16-620-1,,mand1415,16-620,kěwàng,kěwàng,kʰ ə ²¹⁴ + w a ŋ ⁵¹,,yuhsiaojung2021,,,^ kě wàng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),渴望;渴望
mand1415-16-622-1,,mand1415,16-622,xuǎnzé,xuǎnzé,ɕ ɥ ɛ n ²¹⁴ + ts ə ³⁵,,yuhsiaojung2021,,,^ xuǎn zé$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),选择;選擇
mand1415-16-630-1,,mand1415,16-630,xīwàng,xīwàng,ɕ i ⁵⁵ + w a ŋ ⁵¹,,yuhsiaojung2021,,,^ xī wàng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),希望;希望
mand1415-16-650-1,,mand1415,16-650,zhōngchéng,zhōngchéng,ʈʂ ʊ ŋ ⁵⁵ + ʈʂ ə ŋ ³⁵,,yuhsiaojung2021,,,^ zhōng chéng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),忠诚;忠誠
mand1415-16-660-1,,mand1415,16-660,zhēnshí,zhēnshí,ʈʂ ə n ⁵⁵ + ʂ ʅ ³⁵,,yuhsiaojung2021,,,^ zhēn shí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),真实;真實
mand1415-16-670-1,,mand1415,16-670,shuō huǎng,shuō huǎng,ʂ w ɔ ⁵⁵ + + x w a ŋ ²¹⁴,,yuhsiaojung2021,,,^ shuō + huǎng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),说谎;說謊
mand1415-16-680-1,,mand1415,16-680,qīzhà,qīzhà,tɕʰ i ⁵⁵ + ʈʂ a ⁵¹,,yuhsiaojung2021,,,^ qī zhà$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),欺诈;欺詐
mand1415-16-690-1,,mand1415,16-690,yuánliàng,yuánliàng,ɥ ɛ n ³⁵ + l j a ŋ ⁵¹,,yuhsiaojung2021,,,^ yuán liàng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),原谅;原諒
mand1415-16-710-1,,mand1415,16-710,hǎo,hǎo,x au ²¹⁴,,yuhsiaojung2021,,,^ hǎo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),好;好
mand1415-16-720-1,,mand1415,16-720,huài,huài,x w ai ⁵¹,,yuhsiaojung2021,,,^ huài$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),坏;壞
mand1415-16-730-1,,mand1415,16-730,zhèngquè,zhèngquè,ʈʂ ə ŋ ⁵¹ + tɕʰ ɥ ə ⁵¹,,yuhsiaojung2021,,,^ zhèng què$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),正确;正確
mand1415-16-740-1,,mand1415,16-740,cuò,cuò,tsʰ w ɔ ⁵¹,,yuhsiaojung2021,,,^ cuò$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),错;錯
mand1415-16-760-1,,mand1415,16-760,quēdiǎn,quēdiǎn,tɕʰ ɥ ə ⁵⁵ + t j ɛ n ²¹⁴,,yuhsiaojung2021,,,^ quē diǎn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),缺点;缺點
mand1415-16-770-1,,mand1415,16-770,cuòwù,cuòwù,tsʰ w ɔ ⁵¹ + w u ⁵¹,,yuhsiaojung2021,,,^ cuò wù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),错误;錯誤
mand1415-16-780-1,,mand1415,16-780,zéguài,zéguài,ts ə ³⁵ + k w ai ⁵¹,,yuhsiaojung2021,,,^ zé guài$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),责怪;責怪
mand1415-16-790-1,,mand1415,16-790,chēngzàn,chēngzàn,ʈʂ ə ŋ ⁵⁵ + ts a n ⁵¹,,yuhsiaojung2021,,,^ chēng zàn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),称赞;稱贊
mand1415-16-810-1,,mand1415,16-810,měilì,měilì,m əi ²¹⁴ + l i ⁵¹,,yuhsiaojung2021,,,^ měi lì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),美丽;美麗
mand1415-16-820-1,,mand1415,16-820,chǒulòu,chǒulòu,ʈʂ ɔu ²¹⁴ + l ɔu ⁵¹,,yuhsiaojung2021,,,^ chǒu lòu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),丑陋;醜陋
mand1415-16-830-1,,mand1415,16-830,tānlán,tānlán,tʰ a n ⁵⁵ + l a n ³⁵,,yuhsiaojung2021,,,^ tān lán$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),贪婪;貪婪
mand1415-16-840-1,,mand1415,16-840,cōngming,cōngming,tsʰ ʊ ŋ ⁵⁵ + m i ŋ ⁰,,yuhsiaojung2021,,,^ cōng ming$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),聪明;聰明
mand1415-17-110-1,,mand1415,17-110,tóunǎo,tóunǎo,tʰ ɔu ³⁵ + n au ²¹⁴,,yuhsiaojung2021,,,^ tóu nǎo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),头脑;頭腦
mand1415-17-130-1,,mand1415,17-130,sīkǎo,sīkǎo,s ɿ ⁵⁵ + kʰ au ²¹⁴,,yuhsiaojung2021,,,^ sī kǎo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),思考;思考
mand1415-17-140-1,,mand1415,17-140,xiǎng,xiǎng,ɕ j a ŋ ²¹⁴,,yuhsiaojung2021,,,^ xiǎng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),想;想
mand1415-17-140-2,,mand1415,17-140,rènwéi,rènwéi,ʐ ə n ⁵¹ + w əi ³⁵,,yuhsiaojung2021,,,^ rèn wéi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),认为;認為
mand1415-17-150-1,,mand1415,17-150,xiāngxìn,xiāngxìn,ɕ j a ŋ ⁵⁵ + ɕ i n ⁵¹,,yuhsiaojung2021,,,^ xiāng xìn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),相信;相信
mand1415-17-160-1,,mand1415,17-160,lǐjiě,lǐjiě,l i ²¹⁴ + tɕ j ə ²¹⁴,,yuhsiaojung2021,,,^ lǐ jiě$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),理解;理解
mand1415-17-170-1,,mand1415,17-170,zhīdào,zhīdào,ʈʂ ʅ ⁵⁵ + t au ⁵¹,,yuhsiaojung2021,,,^ zhī dào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),知道;知道
mand1415-17-171-1,,mand1415,17-171,cāicè,cāicè,tsʰ ai ⁵⁵ + tsʰ ə ⁵¹,,yuhsiaojung2021,,,^ cāi cè$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),猜测;猜測
mand1415-17-172-1,,mand1415,17-172,mófǎng,mófǎng,m w ɔ ³⁵ + f a ŋ ²¹⁴,,yuhsiaojung2021,,,^ mó fǎng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),模仿;模仿
mand1415-17-180-1,,mand1415,17-180,hǎoxiàng,hǎoxiàng,x au ²¹⁴ + ɕ j a ŋ ⁵¹,,yuhsiaojung2021,,,^ hǎo xiàng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),好像;好像
mand1415-17-190-1,,mand1415,17-190,guānniàn,guānniàn,k w a n ⁵⁵ + n j ɛ n ⁵¹,,yuhsiaojung2021,,,^ guān niàn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),观念;觀念
mand1415-17-210-1,,mand1415,17-210,míngzhì,míngzhì,m i ŋ ³⁵ + ʈʂ ʅ ⁵¹,,yuhsiaojung2021,,,^ míng zhì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),明智;明智
mand1415-17-220-1,,mand1415,17-220,yúchǔn,yúchǔn,ɥ y ³⁵ + ʈʂ u n ²¹⁴,,yuhsiaojung2021,,,^ yú chǔn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),愚蠢;愚蠢
mand1415-17-230-1,,mand1415,17-230,fēngkuáng,fēngkuáng,f ə ŋ ⁵⁵ + kʰ w a ŋ ³⁵,,yuhsiaojung2021,,,^ fēng kuáng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),疯狂;瘋狂
mand1415-17-240-1,,mand1415,17-240,xuéxí,xuéxí,ɕ ɥ ə ³⁵ + ɕ i ³⁵,,yuhsiaojung2021,,,^ xué xí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),学习;學習
mand1415-17-242-1,,mand1415,17-242,xuéxí,xuéxí,ɕ ɥ ə ³⁵ + ɕ i ³⁵,,yuhsiaojung2021,,,^ xué xí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),学习;學習
mand1415-17-250-1,,mand1415,17-250,jiāo,jiāo,tɕ j au ⁵⁵,,yuhsiaojung2021,,,^ jiāo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),教;教
mand1415-17-260-1,,mand1415,17-260,xiǎoxuéshēng,xiǎoxuéshēng,ɕ j au ²¹⁴ + ɕ ɥ ə ³⁵ + ʂ ə ŋ ⁵⁵,elementary school,yuhsiaojung2021,,,^ xiǎo xué shēng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),小学生;小學生
mand1415-17-260-2,,mand1415,17-260,zhōngxuéshēng,zhōngxuéshēng,ʈʂ ʊ ŋ ⁵⁵ + ɕ ɥ ə ³⁵ + ʂ ə ŋ ⁵⁵,middle/high school,yuhsiaojung2021,,,^ zhōng xué shēng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),中学生;中學生
mand1415-17-270-1,,mand1415,17-270,jiàoshī,jiàoshī,tɕ j au ⁵¹ + ʂ ʅ ⁵⁵,,yuhsiaojung2021,,,^ jiào shī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),教师;教師
mand1415-17-270-2,,mand1415,17-270,lǎoshī,lǎoshī,l au ²¹⁴ + ʂ ʅ ⁵⁵,,yuhsiaojung2021,,,^ lǎo shī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),老师;老師
mand1415-17-280-1,,mand1415,17-280,xuéxiào,xuéxiào,ɕ ɥ ə ³⁵ + ɕ j au ⁵¹,,yuhsiaojung2021,,,^ xué xiào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),学校;學校
mand1415-17-310-1,,mand1415,17-310,jìde,jìde,tɕ i ⁵¹ + t ə ⁰,,yuhsiaojung2021,,,^ jì de$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),记得;記得
mand1415-17-320-1,,mand1415,17-320,wàngjì,wàngjì,w a ŋ ⁵¹ + tɕ i ⁵¹,,yuhsiaojung2021,,,^ wàng jì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),忘记;忘記
mand1415-17-340-1,,mand1415,17-340,qīngchu,qīngchu,tɕʰ i ŋ ⁵⁵ + ʈʂ u ⁰,,yuhsiaojung2021,,,^ qīng chu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),清楚;清楚
mand1415-17-350-1,,mand1415,17-350,móhu,móhu,m w ɔ ³⁵ + x u ⁰,,yuhsiaojung2021,,,^ mó hu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),模糊;模糊
mand1415-17-360-1,,mand1415,17-360,mìmì,mìmì,m i ⁵¹ + m i ⁵¹,,yuhsiaojung2021,,,^ mì mì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),秘密;秘密
mand1415-17-370-1,,mand1415,17-370,quèxìn,quèxìn,tɕʰ ɥ ə ⁵¹ + ɕ i n ⁵¹,,yuhsiaojung2021,,,^ què xìn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),确信;確信
mand1415-17-380-1,,mand1415,17-380,jiěshì,jiěshì,tɕ j ə ²¹⁴ + ʂ ʅ ⁵¹,,yuhsiaojung2021,,,^ jiě shì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),解释;解釋
mand1415-17-410-1,,mand1415,17-410,mùdì,mùdì,m u ⁵¹ + t i ⁵¹,,yuhsiaojung2021,,,^ mù dì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),目的;目的
mand1415-17-420-1,,mand1415,17-420,yuányīn,yuányīn,ɥ ɛ n ³⁵ + j i n ⁵⁵,,yuhsiaojung2021,,,^ yuán yīn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),原因;原因
mand1415-17-430-1,,mand1415,17-430,huáiyí,huáiyí,x w ai ³⁵ + j i ³⁵,,yuhsiaojung2021,,,^ huái yí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),怀疑;懷疑
mand1415-17-440-1,,mand1415,17-440,tuīcè,tuīcè,tʰ w əi ⁵⁵ + tsʰ ə ⁵¹,,yuhsiaojung2021,,,^ tuī cè$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),推测;推測
mand1415-17-441-1,,mand1415,17-441,bèipàn,bèipàn,p əi ⁵¹ + pʰ a n ⁵¹,,yuhsiaojung2021,,,^ bèi pàn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),背叛;背叛
mand1415-17-450-1,,mand1415,17-450,xūyào,xūyào,ɕ y ⁵⁵ + j au ⁵¹,,yuhsiaojung2021,,,^ xū yào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),需要;需要
mand1415-17-460-1,,mand1415,17-460,róngyì,róngyì,ʐ ʊ ŋ ³⁵ + j i ⁵¹,,yuhsiaojung2021,,,^ róng yì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),容易;容易
mand1415-17-470-1,,mand1415,17-470,kùnnán,kùnnán,kʰ ʊ n ⁵¹ + n a n ³⁵,,yuhsiaojung2021,,,^ kùn nán$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),困难;困難
mand1415-17-480-1,,mand1415,17-480,chángshì,chángshì,ʈʂ a ŋ ³⁵ + ʂ ʅ ⁵¹,,yuhsiaojung2021,,,^ cháng shì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),尝试;嘗試
mand1415-17-490-1,,mand1415,17-490,fāngshì,fāngshì,f a ŋ ⁵⁵ + ʂ ʅ ⁵¹,,yuhsiaojung2021,,,^ fāng shì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),方式;方式
mand1415-17-510-1,,mand1415,17-510,hé,hé,x ə ³⁵,,yuhsiaojung2021,,,^ hé$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),和;和
mand1415-17-520-1,,mand1415,17-520,yīnwèi,yīnwèi,j i n ⁵⁵ + w əi ⁵¹,,yuhsiaojung2021,,,^ yīn wèi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),因为;因為
mand1415-17-530-1,,mand1415,17-530,rúguǒ,rúguǒ,ʐ u ³⁵ + k w ɔ ²¹⁴,,yuhsiaojung2021,,,^ rú guǒ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),如果;如果
mand1415-17-540-1,,mand1415,17-540,huòzhě,huòzhě,x w ɔ ⁵¹ + ʈʂ ə ²¹⁴,,yuhsiaojung2021,,,^ huò zhě$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),或者;或者
mand1415-17-550-1,,mand1415,17-550,shì,shì,ʂ ʅ ⁵¹,,yuhsiaojung2021,,,^ shì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),是;是
mand1415-17-560-1,,mand1415,17-560,bù,bù,p u ⁵¹,bú before fourth tone,yuhsiaojung2021,,,^ bù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),不;不
mand1415-17-610-1,,mand1415,17-610,zěnyàng,zěnyàng,ts ə n ²¹⁴ j a ŋ ⁵¹,,yuhsiaojung2021,,,^ zěnyàng $,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),怎样？;怎樣？
mand1415-17-610-2,,mand1415,17-610,zěnmeyàng,zěnmeyàng,ts ə n ²¹⁴ + m ə ⁰ + j a ŋ ⁵¹,,yuhsiaojung2021,,,^ zěnmeyàng $,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),怎么样？;怎麽樣？
mand1415-17-620-1,,mand1415,17-620,duōshǎo,duōshǎo,t w ɔ ⁵⁵ + ʂ au ²¹⁴,,yuhsiaojung2021,,,^ duō shǎo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),多少？;多少？
mand1415-17-630-1,,mand1415,17-630,duōshǎo,duōshǎo,t w ɔ ⁵⁵ + ʂ au ²¹⁴,,yuhsiaojung2021,,,^ duō shǎo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),多少？;多少？
mand1415-17-640-1,,mand1415,17-640,shénme,shénme,ʂ ə n ³⁵ + m ə ⁰,,yuhsiaojung2021,,,^ shénme $,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),什么？;什麼？
